clean_textdisplay,predicted_sentiment,confidence_score
saya simpel aja sih kalo emang barangnya bagus biasanya pemakainya juga gak butuh validasi di ruang publik adem aja kebutuhan akan validasi itu justru muncul sebagai kompensasi terhadap kekuatirannya sendiri dengan kata lain dia sendiri gak ada rasa pede terhadap mssa depan barang yg dipakainya jangan udh modal ratusan juta ternyata nanti barang ini terbukti jelek atau gimana terus rugi deh saya itulah yg muncul di pikirannya makanya ada kebutuhan validasi dari pihak lain bahwa barang ini bener bagus kadang sampe ngotot dan merendahkan pengguna barang tipe lain insekyur,positive,0.9975495
electric vehicle car akan laku jika baterai bisa charging sendiri dan merkna toyota honda suzuki daihatsu,neutral,0.9986791
mmgnya beli mobil iceberbbm tdk anjok harganya apa lg kalau electric vehicle sdh jd trend masa depan,neutral,0.6767629
tunggu masa depan aja beli nya,negative,0.72966117
dia pakai perbandingan innova fortuner mesin diesel yg gak terlalu anjlok tapi dia lupa banyak merk lain mobil bahan bakar minyak pada anjlok parah juga,positive,0.9360512
benersaya akan beli electric vehicle di masa depan dimana harga baterai nya tinggal dari harga mobil tempt pengisian baterai nya sudah dimana dan charging full baterai hanya menit,negative,0.92769164
berarti saatnya beli mobil listrik yah udah murah makasih infonya lumayan bisa pake antar jkt bali,negative,0.9939972
intinya electric vehicle ini bukan untuk orang kelas menengah yg masih mikir jual kembali valuekalo emang suka dan gak mikirin jual kembali value ya monggobrbrvideo ini hanya sebagai pengingat agar orang paham betul resiko pembelian electric vehicle,positive,0.9781125
di china aturan baru mobil listrik tdk boleh diparkir didalam parkiran gedung karena kalau terbakar tdk bisa dipadamkan hrs ditunggu sampai padam sendiri,neutral,0.9543003
di indonesia keberadaan mobil electric vehicle masih baru sehingga orang banyak yang mengikuti tren di luar negeri yang sudah lama ada electric vehicle penjualan electric vehicle turun dan hampir setengah pemiliknya kembali ke bahan bakar minyak,positive,0.619202
penyakit orang konoha beli mobil kok mikir harga jual,positive,0.99923265
kekirangan beli mobil electric vehicle bekas tuh adalah baterai yg udah terpakai dg kata lain umur baterai semakin pendek klo sampe ganti baterai kan ga murah ada yg tau umur mobil electric vehicle paling lama yg dipake di indonesia udah brp thn yabrklo mobil dg bahan bakar minyak kan umurnya diatas thn pun apalagi terawat msh oke dipakai sehari,positive,0.548246
ini adalah resiko yg harus dihadapi setiap terjadi disrupsi dalam jangka panjang issue ini akan tenggelam sendiri karena harga kendaraan electric vehicle akan turun significans dan orang aware biaya operasional punya electric vehicle akan sangat rendah,positive,0.55926526
ini adalah resiko yg harus dihadapi setiap terjadi disrupsi dalam jangka panjang issue ini akan tenggelam sendiri karena harga kendaraan electric vehicle akan turun significans dan orang aware biaya operasional punya electric vehicle akan sangat rendah,positive,0.55926526
semua electric vehicle pada waktunya,neutral,0.9891257
intinya beli mobil jgn mikir utk investasi dan dijual kembali mobil apapun pasti anjlok mobil for transportasititik,positive,0.99485624
channel kayak gini kalo di tiongkok udah digerendel orangnya ditangkep dan bisa dipancung karena menghasut rakyat yang bertentangan dengan kebijakan pemerintah,positive,0.99913365
mobil listrik pakai bahan bakar arang berarti tak eco jugabrbrcocok mobil hybrid hybrid electric vehicle paling bagus dari toyota atau lexus,negative,0.5245867
halah ini kuatir aja market bengkel konvennya anjlok gara electric vehicle ente antek asra ya,positive,0.82516056
chanel ini punya bengkel mobil konvensional electric vehicle ancaman bisnis yg udah diinvestasikan haha,neutral,0.9933775
lu beli fortuner brjual di juga turun jutaan harganya broo,neutral,0.9983714
kelamaan gak hijrah ke listrik ditinggal sendirian luhh kayak blackberry motorola siemens dkk brgw tau lu punya bengkel mobil bensin tapi minimal open minded lah,positive,0.9925345
bukan membela kak tapi kalau memang tidak apa harga jual rugi jtan setiap tahun ya noprob tapi bagi orang yang tidak mau jual terlalu rugi memang mesti mikir lagi bukan masalah ketinggalan jaman atau tidak tapi kegunaan dari masing konsumen sudah dialami kok teman saya jual rugi jt dalam thn untuk mobil wuling elektrik makanya aku bisa ngomong itu aja sih jadi terserah pilihan saya rasa yang dikatakan dokter mobil betul kok tinggal selera orang aja dan kemampuan duit orang,positive,0.9717961
beda mobil listrik dg kasus handphonebrkalo hp memang jelas kalah spesifikasi di semua lini,neutral,0.9450647
saat ini mirip seperti thn dalam dunia handphonebrbrbanyak pabrikan hp sudah mulai mengambil keputusan bisnis mau seperti appleandroidbb atau tetap kolot seperti syimbiannya nokiabrbrsebagai konsumen sih mending nunggu aja sudah kelihatan kok trendnya kemana,positive,0.5062323
dia juga punya bengkel khusus mobil listrik bro domo electric vehicle jgn kurang info,neutral,0.9987962
yg buat hrga turun adalah bantuan pemerintah mobil electric vehicle dr pemerintah,neutral,0.99713886
dokter mobil makin kuwatir karna mobil listrik akan minim perawatanbeda ama mobil konvensional,positive,0.9592336
beli air electric vehicle jt skarang beli baru dibawah jt jg ada tp memang electric vehicle dl lom banyak pesaing,positive,0.80603695
alangkah baiknya tonton video ini secara full jadi bisa didapat apa yang disampaikan,neutral,0.64812845
bg elu live kalo bahas electric vehicle knp biar jelas tanya langsung respon,neutral,0.99289423
si ling lung takut gak laku bengkelnya kebanyakan yg kesana mobil lama kacangan kaleng lumrah kalau dia anti mobil electric vehicle nanti juga sbntrvlagi dia nyungsep gua sdh pake hyundai ioniq ok aja gak takut tuh kantung si linglung msh cetek sih gak level,positive,0.9969022
kan wuling bingo garansi baterai seumur hidup,neutral,0.9977762
time will tell,positive,0.9877488
udh jgn nebar fear electric vehicle jgn jd blackberry yg kolot terhadap distrupsi nanti kelar sendiri loh ikutin aja gelombang nya inovasi terus kliatan bgt ini konten nebar fear electric vehicle blakan di china europe mobil motor kluaran terbaru udh electric vehicle smua gaada namanya klinci percobaan,positive,0.57074565
kita tidak mungkin menolak teknologi,negative,0.7076203
belum belibruda pikir jual,positive,0.99889946
klu saya sih pilih electric vehicle karena pertimbanganbr perawatan rutin rendah tidak oli busi service carbondll dg ini bisa tabung utk cad baterai rusakbr cocok utk dlam kota aja dg asumsi jarak pp kurang dr kmbr bensisolar vs listrik per km masih jauh lebih murah bisa di tabung utk ganti batrebr hemat waktu mengisi daya mlm pagi tinggal pakebrbryg kurang suka dr evbr harga jatohbr suku cadangdan bengkel susahbr susah cari ngechare di jalanbr,negative,0.9885909
mau investasi beli emas beli tanah beli saham bukan beli mobil gitu aja kokrepot,positive,0.95422
sultan tolong jangan paksa yang miskin beli electric vehicle rata kita beli mobil itu untuk lifetime perlu keluarin juta tiap tahun hanya untuk baterai electric vehicle ga kuat bruh,positive,0.9980344
"anjayy liat komentar nya para user electric vehicle ngeri2, cocok sekali seperti ketikan para sales ketika nawarin produk nya ke calon konsumen … ditambah dengan data2nya yang seakan-akan sudah mereka lakukan riset sendiri (padahal cuma baca dari brosur )‚tapi persepsi orang kan beda2, dan itu hak mereka dan sah2 aja. tapi jadi penasaran sih gimana nanti ",positive,0.997255
kayak tukang obat jualan ngibull,positive,0.9985764
electric vehicle mirip handphone,neutral,0.99651295
wahh jaman sekarang sih wajib beli electric vehicle brcuma orang bodoh yg masih beli mobil bensin solar,positive,0.9991359
knp user electric vehicle merasa kepanasan dgn konten ini kalau nyaman pakai electric vehicle ya pakai saja yg lain juga merasa lebih nyaman pakai mobil konvensional,positive,0.796327
saya kaum mendang mending jadi beli mobil electric vehicle karena perbandingan yg saya hitung masih lbh murah dgn electric vehicle dbanding saya beli mobil jepang ice baru,negative,0.9935086
saya pengguna byd m hapy hapy aja tuh gak pengen jual hehehe,positive,0.89119524
dari awal dia blg mobil electric vehicle lebih kotor dan polutif dari mobil konvensional aja gw udah ragu sama domo padahal mobil electric vehicle itu sesimpel ibaratnya kita di dalam ruangan bersama orang perokok kalo orang berkurang jadi perokok polusi pasti berkurang kan simpel dan solutif untuk mengurangi polusi kalo menurut domo engga karena menurut dia mobil electric vehicle lebih bahaya dan polutif edukasi yang menyesatkan sih,positive,0.9959388
mending kijang aja apa itu polusi panaskan dunia,neutral,0.6929485
sy biasa pakai ice dan sdh bulan pakai electric vehicle omoda e sy merasakan manfaat pling besar nyaman kabin mewah ambientnya suka dan pasti ngevharge di rumah serasa private mengenai jarak sy biasa pakai ke bandung bogor bsd dll ada pengisian cepat di semua istirahat area mengenai harga jual sy blm kepikiran jual masih cinta malah sy ingin beli lagi klo uang pasan ya jgn beli electric vehicle pakai yg ada saja electric vehicle mmg khusus yg punya duit lebih aja nga usah gayaan klo duit terbatas,negative,0.9976165
aww,negative,0.9525764
betul jugagak usah gayaanlahmampunya naik sepeda ya sepeda saja,positive,0.5313298
cuma ke bandung ternyata,positive,0.7150737
"kalau orang banyak duit ya gak bakal lah beli mobil listrik. kocak banget. justru mobil listrik itu buat orang yang baru lolos dari jurang kemiskinan baru punya rumah kpr dan  maksa pengen punya mobil buat pamer dikampung. pajak murah biaya charging juga murah minim perawatan dan service hal tsb diatas udah cocok banget kan  buat kaum mendang mending? coba bandingkan dengan orang yang beli alphard pajaknya alpard sebulan aja udah sama kayak pajak mobil listrik selama 15 bulan. belum biaya servicenya yang jutaan  belum buat beli pertamax turbo udah berapa tuh kocak kocak.. ‚orang kaya itu kenyamanan kemewahan dan gengsi diatas segalanya. emang ada bos artis atau pejabat kendaraan pribadinya byd wuling chery? orang berduit udah mainnya bugatti,lambo,bentley ferari atau sekere kerenya alphard. coba bayangin aja ketika ada seorang kaya diundang ke acara party dia bawa mobil byd byd seal sedangkan rekan yang lainnya bawaanya roll royce.. pasti temennya pada komen ",positive,0.89888376
mobil electric vehicle mobil masa depan hemat duit,neutral,0.99348253
sama bro saya beli fortuner rugi hampir jt juga,positive,0.9980478
rubah mainset mobil itu barang mewah bisa dijual kembali contoh negara maju,neutral,0.9979692
sekarang harga jual kembali mobil ice memang msh lbh tinggi dibanding electric vehicle krn jumlah mobil ice msh lbh banyak dibandingkan electric vehicle cepat atau lambat situasi nya akan terbalik dimana harga mobil electric vehicle bekas akan lbh tinggi krn mobil ice sudah sangat sedikit di jalanan apalagi saat produksi mobil ice sdh dihentikan,negative,0.66666347
apapun pro dan kontra mengenai kendaraan ice vs electric vehicle kita harus bersiap diri utk menerima kenyataan yang pasti bahwa seluruh negara di dunia akan menghentikan produksi kendaraan ice dan beralih ke electric vehicle hydrogen atau apapun itu nanti teknologi nya demi utk efisiensi dan yang paling penting lingkungan semua pabrikan sudah bersiap utk menghentikan produksi kendaraan berbasis ice,positive,0.44153988
semoga makin anjlok harganya biar makin terjangkau oleh semua kalangan,negative,0.9418516
penemuan baru pada electric vehicle akan menyebabkan penurunan jual kembali value harga mobil bensin dan solar yg tinggi juga penghematan utk mobil listrik sangat besar krn harga listrik sangat rendah dibanding solar dan bensin,negative,0.9288169
komen soal electric vehicle tdk adil fair takut bengkel nya sepoii ini stategi bisnis buat kacau aja masa thn jadi nol harga mobil mana mungkin,positive,0.99944705
byk sales electric vehicle di sini ya,neutral,0.99774325
boss masa depan di electric vehicle,neutral,0.99860126
konten ini sbenernya lebih ke cemas bisnis bengkel mobil konvensional dilibas sama era mobil listrik,positive,0.9053926
ya pedagang pasti rugi kalo beli mobil listrik ya jgn jadi pedagang jadi aja pemakai yg tau bener keuntungan pake mobil listrik,positive,0.99244213
electric vehicle yg sudah pakai saya yakin gak bakal balik ke ice,positive,0.5326947
sederhana ja bikin electric vehicle jd transum klo kuat baru dech rame ganti evsemua yg ngaku baterai garansi seumur hidup ternyata cm puluhan ribu km,positive,0.5323657
bosen gw dnger nih chanel kerjaan nya jelek jelek in electric vehicle doank,positive,0.9995351
nanti jg pd listrik pd waktunya perubahan g bisa ditolak walau konvensional tetep ada,neutral,0.8553178
yg komen negatif biasanya yg ounya bengkel mobil krn suku cadangnya dikit jadinya jarang masuk bengkel dan kedua sales mobil ice,positive,0.99784327
kendaraan electric vehicle sama kayak hpcepet jatuh harganya,neutral,0.83768755
murni ketidaksukaan terhadap electric vehicle karena electric vehicle lebih tidak rewel dan tidak perlu ke bengkel kalau semua orang ganti ke electric vehicle bangkrutlah bengkel makanya sekarang berusaha banget untuk menjelekan electric vehicle,positive,0.9217124
di indonesia mobil electric vehicle seperti di paksakan buang uang,neutral,0.9185814
mungkin yg ndak pernah cek mobil electric vehicle bisa ngomong bla bla tp apa yg saya cek nyata ya tahun udh kelihtan baterai y bnyak yg lemahh bos ll memberi edukasi terbaik deh,negative,0.64303386
kaya hp dong bro,negative,0.8052769
setelah tahun lemahnya seberapa baterai electric vehicle ukurannya soh th soh nya jadi berapa,positive,0.9976355
mobil listrik itu sama dengan barang elektronik pasti anjlok harga jualnya,neutral,0.78970915
sebenarnya gak usah diadu domba terus dua duanya ada pasarnya sendiri kalo udah mampu beli electric vehicle ya udah duit duitnya sendiri kok memang ya di indo ini mobil belum kebeli udah mikirin harga jualnya lagi wkwkwkw,positive,0.9970746
selama ini yg sering dibahas kalo gak harga jual yang drop ya soal keamanan baterainyabrberkutat sama dua itu aja brpenasaran sih andai brand t sama h yang keluarin mobil listrik dibawah jt macem omoda sama atto juga tetep rame bahas dua hal ini ato ngga,positive,0.8179769
kenapa channel ini terus berusaha nakutin masy soal mobil electric vehicle saya sampai skrg msh pengguna mobil ice tapi sudah mencoba beberapa mobil electric vehicle diantaranya omoda e dan byd byd seal gilaenak nyaman banget dan efisien banget msh bermimpi punya electric vehicle di beberapa tahun kedepan semoga,negative,0.99764377
saya jg heran ketakutan ko lung lung menurut saya lebay yaa kalo dipikir wajar sih orang sudah nyaman di satu kolam bisa berenang bebas tiba harus belajar lagi berenang di kolam yg baru yg berbeda udah gitu kolam tsb tidak senyaman kolam pertama untuk ko lung disrupsi ini akan terasa banget utk bisnisnya dia harus mulai berpikir apa yang bisa dia berikan di teknologi baru ini yang jelas arah otomotif kita udah jelas electric vehicle selain efisien nyaman juga murah banget operational cost jangankan mikir harga jual selisih biaya bahan bakar minyak dan listrik aja kalo pakenya banyak itu bisa buat beli lagi mobilnya baru jadi ga usah kejauhan mikir beli baterai baru yg harganya usdkwh saat ini yang artinya baterai cloud electric vehicle misalnya yg kwh usd atau sekitar jt aja dan hipotesa baterai rusak th th itu cuma ngarang aja kebanyakan bisa jalan sampe rb kilometer bayangin aja betapa hematnya kita,positive,0.99052435
takut bengkelnya kaga laku broo,positive,0.99910516
ya kenapa nggak kan pendukung electric vehicle bisa juga melawan dengan memberikan data keuntungan menggunakan electric vehicle dibandingkan memakai konvensional,neutral,0.72676915
yg diinfokan oleh pembicara cukup faktual kalau menakuti itu bila bicara tanpa didukung data lagipula namanya opini pribadi dari seorang yg expert di otomotif bisa anda dengar atau hiraukan bebas,positive,0.91902
saya juga bebas berkomentar sesuai opini saya ya kan,neutral,0.9489339
untuk electric vehicle minimal garansi baterai tahun lah sukur kalo ada yg berani kasih garansi tahun,neutral,0.9730751
kampanye negatif terus yaudah jualan hidrogen aja yukgmn biar hidrogen murah top dah,positive,0.9942616
blik lgi antri ke spbu tidak tidakk,neutral,0.99812967
4 jt untuk 2 tahun,neutral,0.96395665
5% !!,positive,0.999089
kalau slalu berpikir beli mobil untuk dijual lagi ya mending jadi pengusaha jual beli mobil sekalian tapi kalau beli mobil krn murni kebutuhan jangka panjang dan tidak niat menjual lagi ya jauh lebih menguntungkan mobil listrik lah,negative,0.9902434
tidak saya tidak pernah menganggap mobil sebagai investasi kebutuhan jangka panjang apa bro menguntungkan mobil listrik gimana udah liat perhitungan saya depresasi mobil listrik itu lebih banyak daripada selish kebeutuhan untuk mobil bensin boleh hitung sendiri untuk penggunaan tahun dan emang udah teruji mobil listrik selama tahun di teknologi baterai yg masih berkembang ini mau tanya lebih clear sih soal menguntungkan yg dimaksud,negative,0.89860696
untuk pemakaian jangka panjang spt saya saya tdk pernah memikirkan depresiasi jadi waktu beli diawal benar memilih mobil untuk dinikmati dalam waktu yg lama toh kalau memikirkan depresiasicoba anda tunjukan data valid dari mana depresiasi mobil electric vehicle sampai dlm tahun,positive,0.7229208
menikmati electric vehicle apalagi brand tiongkok dalam waktu lama diatas tahun yakin bro dengan teknologi baterai yg masih berkembang ini beda dengan cc toyota dan hondabrbruntuk yg depresasinya sampai boleh cek salah satunya brand w yg paling kecilbrlong jarak tempuh di jt sekarang di olx udah ada yg jual jt harga beli agen bisa dibawah itubrcek sendiri nilai depresiasinya brobrbrbrand h ibb juga udah ada yg kepala kecil di olxbrharga barunya kita tau sendiri berapa,negative,0.9401102
electric vehicle sekarang depresiasinya bisa dari harga beli di umur tahun boleh cek di ecommerce olx dll mobil jerman kalah depresiasinya benar mobil untuk dipake sampai rusak soalnya dijualpun hangus garansinya,positive,0.9963098
depresiasi banyak banget tuh boleh dong carikan saya hyundai ionic yang harganya udah turun setengah,positive,0.9671742
wihh boleh tuh hyundai ionic setengah harga gw cari di olx ga nemu bantuin nyari bang saya mau ionic yang bekas,positive,0.8026977
bagus dong kalo harga jualnya anjlok jadi yg budgetnya minim bisa merasakan kendaraan listrik yeayy,negative,0.8880306
ya untuk ngerasain mendingan di sewa deh soalnya kalau beli juga ntar lu lebih jatuh lagi dan garansi udah hilang juga kalau pindah tangan,positive,0.99838066
hyundai ioniq kan udah ada yg kecil di olx kalau mau cari yg mendekati cek electric vehicle china,neutral,0.9987356
om lunglung sabar yaa meskipun electric vehicle ga perlu perawatan sebanyak ice artinya kerjaan bengkel konvensional bakal anjlok minimal electric vehicle tetap butuh ganti ban sih om,positive,0.94664484
ada benernya juga koq klau pengguna electric vehicle ketar ketir harus diakui saat ini harga baterai masih menjadi ktakutan utama untuk berpindah ke electric vehicle termasuk diriku bisajadi tahun kedepan di indonesia aku masih setia sama ice dari pada electric vehicle mungkin,negative,0.9662959
baterai mobil listrik yg aman ya pakai bms pas rakit gak akan pengisian berlebih,neutral,0.63350147
sering dipakai atau tidak baterai harus diganti paling lama tahun dan harga baterainya setengah dari harga mobil barunya tidak cocok untuk yang hobi koleksi mobil antik mobil listrik harus dipakai terus setiap hari,positive,0.9522684
mobil listrik merupakan mobil yang ditenagai dengan baterai mobil ini ramah lingkungan namun masalahnya adalah devaluasi yang sangat besarbrmobil listrik memiliki devaluasi sebesar juta pertahun dan bahkan lebih hal ini menandakan harga jual mobil tersebut akan sangat turun beberapa pabrikan juga telah memberikan garansi ganti baterai baru hal ini tentunya menjadi pertimbangan baik untuk membeli mobil listrik apalagi mobil listrik itu lebih ramah lingkungan harga jual mobil listrik turun sangat jauh karena adanya model baru danbrmenurut saya mobil listrik sebaiknya digunakan sebagai mobil kota dan merupakan mobil kedua ataupun ketiga karena mobil bensin lebih tahan lama dan devaluasi nya tidak setinggi mobil listrik walaupun biaya perawatan nya ada banyak,negative,0.51302284
benar banget bro jadi kehematan yg diharapkan datang dengan membeli mobil listrik sirna dengan nilai depresasi yg lebih tinggibrbrbanyak orang atau buzzer electric vehicle buta hal ini,positive,0.9976459
yg komen hatters domo cuma liat judul doang pasti,positive,0.9987471
koh ijin buat mobil pertama untuk keluarga kecil serena c giman benurut ko lunglung untuk perawatan gaji umr tangerang,neutral,0.9679368
itu kan menurut mu dan sy gk dengerin km,positive,0.99867505
beli fortuner pajero atau crv sekali jual langsung rugi juta juga minimal,neutral,0.83946085
kontennya mungkin di sponsori perusahaan mobil konvensional masa depan gak akan bisa di hentikan rencana strategis nasional adalah mobil listrik coba sekalisekali jalanjalan di beijing banyak banget mobil listrik bertebaran,negative,0.60867435
memang betul mindsetnya jangan bosen jual seprti mobil mesin secara cost per bulan bahkan tahun sangat terasa efisien banget namun kl di excel sd tahun yaa efisiensi listrik sama harga jual mobil bahan bakar minyak akhirnya impas jg ini tergantung dari mobil electric vehicle apaa yg dimiliki krn saya pengguna electric vehicle lcgc,positive,0.9533637
napa ya kebiasaan dikasih edukasi realisasi lapangan bacotnya kayak paling bener,positive,0.95679605
lung lung ketar ketir liat laporan gaikindo sales electric vehicle nanjak brinvest bengkel ice aja belum balmod masak invest lg alat buat mobil electric vehicle duit dari mana boss brlagian kalo terlanjur invest buat alat electric vehicle emang mobil electric vehicle mana yg mo ke lung lung kan msh garansi lifetime hahahaha brwajar ketar ketir,positive,0.9885145
electric vehicle hilang nya oli mesin filter oli dan bbrp hal lainnya busi dan radiator air coolant dll berapa persen tuh revenue nya logika aja lah bengkel resmi pun pasti akan ngefek krn dealer pun akan dpt revenue dr servis dan spare parts,negative,0.8017721
setuju mobil electric vehicle yg beli harus berfikir klu rusak buang begitu juga dg moliskarena klu dijual sekalipun sama dg jual kiloloak harganya yg jelas kendaraan listrik bukan untuk kaum mendang mending,positive,0.9246087
tesla stop produksi evkita dengarhati yg lain menyusul,neutral,0.99237823
jadi penjelasannya berdasarkan katanya temen aja nih,neutral,0.99679214
polytron fox s paling bener baterai sewa sebulan selamanyaa,neutral,0.9981805
kontennya yg ku ingat selalu bilang harga anjlok hmm,positive,0.37539777
baterai rusak tahun mungkin kalo makenya jorok rutin dipake sampai ke bawah sering diisi sampe apalagi yang baterainya nmc ditambah ngisinya sering pakai dc pengisian cepat,positive,0.99493766
electric vehicle masih promo karena populasinya blm sama dgn ice hati electric vehicle modul elektronik bisa error,neutral,0.9808189
gw nunggu mobil listrik yang pake baterai garam masuk indonesia dah lebih murah nanti harga mobilnya bosen juga sama mobil bensin cost dalam tahunnya lumayan gede dan gw liat sendiri di tol wuling air electric vehicle busyet bisa ngebut coyybrbrdata yang berbicara lima tahun jadi taksi mobil listrik byd tembus kmbrbrsilahkan googling itu berita tahun kemarinbrbr buat yang khawatir baterai meledak catl sudah produksi baterai garam buat gantiin nikel tunggu deh beberapa tahun kedepan mungkin sudah masuk indonesiabrbr mobil konvensional kebanyakan oli hitung cost oli pertahun lumayan banyak lhobrbr pake mobil listrik harga minyak dunia kek gimana naek turun ga ngaruh paling tukang minyak ga seneng sama berita inibrbrteknologi makin berkembang apa yang jadi masalah di kendaraan listrik mulai teratasi tinggal pemerintah aja ini mau bangun banyak stasiun pengisian kendaraan listrik umum apa kagak,positive,0.9753888
silahkan di simak sampai habis untuk yg mendang mending,positive,0.9180133
semoga yang beli electric vehicle makin banyak om,neutral,0.8660523
gw kalo punya duit banyak malah mo beli mobil listrikudh capek ma mobil konvensional yg banyak keluar duit buat perawatan,positive,0.9991345
trimaksih infonya,negative,0.9983615
kaum mendang mending ya belinya electric vehicle termurah aja wuling airev lr bekas atau wuling airev lite di bawah juta,negative,0.9706486
coba lu beli mobil listrik dulu om baru ngebacot ini itu ttg mobil listrik,positive,0.6657016
mobil listrik penjualannya ndak terlalu bagus untuk era sekarang dianggap wajar karena bakal dihantui momok harga jual kembali garansi potongan pembelian baterai baru ditambah lebih berisiko mobil listrik daripada mobil berbbm belum lagi kepastian isi ulang di setiap kota yg dikunjungi entah kalo bisa bawa power bank,positive,0.94706345
di negara maju sudah pakai electric vehicle orang bengkel memang bakalan kurang kerjaan toko ganti oli bengkel servis filter semua bakalan nganggur,positive,0.9975406
beli electric vehicle sama saja buang duit nggak bakal bisa laku dijual lagi di amerika tesla yang afkir baterenya banyak dikonvert ke combustion mesin,positive,0.9900725
baterai blue bird aja k keatas itu keluaran taon sekarang byd itu teknologinya udah lbh baru bayangkan teknologinya makin maju baterai lbh tahan dari yg generasi sebelumnya ini ya berlaku buat merk lain juga selalu kembangkan teknologi batterai baru memang electric vehicle barunya makin murah ya wajar harga bekas ikut murah tapi lu sekarang punya electric vehicle dijual murah trus ganti barunya murah ya sama aja nambahnya dikit coba lu beli mobil bensin yg harga barunya naik parah contoh ae crv selisih baru dan bekasnya jauh juga,negative,0.9884681
tapi kenyataannya pas udah punya mobil listrik pengennya kalau beli mobil juga yg listrik lagi,positive,0.9633708
takut ga laku ya domo,positive,0.9986657
ngapain pada underestimate komen nya seolaholah domo ketakutan lah apalah brbrkalian kalo ada uang yah beli aja ngapain beli mobil harus dapat validasi dari domo lucu brbrsaya pribadi mau apapun ulasan dan statemen para pengguna electric vehicle tetap setia sama mobil conventional ngga pusing sama ulasan para pengguna electric vehicle yang bilang minim biaya perawatan lah yang ngga perlu ini itu lah yang katanya beli electric vehicle anggap sewa lah brbrkalian tuh aneh,positive,0.99738723
gw sih gak rela kendaraan bekas gw dipake orang lain keenakan mereka dapet kondisi bagus dan terawat tapi dengan harga murah sorry ye mending gw pake sampe rusak,positive,0.9989563
karena di bali stasiun pengisian kendaraan listrik umum bekas pakai ktt tahun lalu yg semua delegasi ktt menggunakan mobil listrikjadi bali di untungkan,neutral,0.6539873
gak percaya hrv bisa dipake harian kerja hanya dengan rb pertamax atau shell super brbrmakanya belajar berhitung tong jangan dungu,positive,0.738909
lo punya otak gak sih percuma hrv diisi pertamax turbo gak guna bilang isi pertamax turbo hanya untuk nambah nominal bulanan yg mengada doang,positive,0.99836415
kere hore wkwkwkwkw ga sanggup beli electric vehicle koar koar jelek jelekin wkwkwkwk ga sanggup ya ga sanggup aja bro sampe mikirin jual lagi berapa duit kasian banget hidup lu wkwkwkwk udah lah bro ngaku aja lu sales mobil jepang apa bapak lu punya bengkel parts takut ga laku wkwkwk kere hore jaya jaya jaya wkwkkwkwkkww,positive,0.9981066
upgrade broo jangan black campaign,positive,0.80997735
panikan ah,positive,0.998629
ko boleh share merk mobil yang langganan ke bengkelnya berani taruhan pasti mayoritas mobil jepang kan mobil jepang memang sahabat bengkel rd party gampang rusak soalnya,neutral,0.6178161
ya iyalah secara populasi mayoritas mobil di indonesia ya dari jepang,positive,0.6178805
mobil listrik itu emang ubt konsumen orang beduitklu sdh beli tdk begitu mikir harga jualnya terjun be bas emang mobil electric vehicle bukan unt kaum mendang mending dg kantong pas pas krn tekyut klu sdh mulai baterei melemah krn harga baterei tdk murah,negative,0.9158013
sudah saat nya tinggalkan mobil konvensional beralih ke electric vehicle,neutral,0.7417437
tebar fear gimana sih ini buzzer mobil cina emang faktanya gitu di us juga kek gitu dan koh ll kan juga udah bilang kalo elu sultan duit banyak ya silahkan kitakita ini yang kaum bpjs jangan kemakan omongan sales dan buzzer mobil cina listrik karena emang cuman buangbuang duit kalo nekat ya udah resiko ditanggung masingmasing,positive,0.9991854
pastilah bukan hemat malah rugi besar,positive,0.9992373
gila lu kojgn krn lu usaha di bengkel mobilcomment jdi ngacoh,positive,0.9820677
baru boleh beli electric vehicle jangan beli sekarang teknologinya masih berkembang terus,positive,0.75971574
a href perawatan audi itu terjangkau ngak ko lunglung kan punya cari suku cadangnya susah ngak sih mendingan audi a a coupe a tahun itu udah tinggal jutaan suka bermasalah ngak di mesin nya terutama yg l l atau v,positive,0.9629269
harga baterai mobil turun setiap tahunbr blade baterai v mengisi daya menit bisa km menit bisa kmbrblade baterai v launch akhir tahun implementasi di produk byd mid,neutral,0.9985353
jangan lupa baterai garam yang udah dipasarin catl brbrcoba di googling gan udah mulai rame pabrikan mobil ganti baterai,neutral,0.99576277
ternyata bner issue nya mobil jepang ketakutan dengan hadirnya mobil listrik china makanya bayar influenser utk jelekin mobil listrik sebegitu takutnya jepang krn pasarnya di indonesia bntar lagi bkalan di ambil alih sama mobil listrik,positive,0.99915314
serius nanya masih ada beli mobil mikirin harga jual jd ga pentingin apa yg didapat atau dipake beli tanah sekalian gausah beli mobil,positive,0.9707701
beli mobil listrik baru seperti beli iphone barubrsama sama mikirin baterai,neutral,0.9965305
bro klo lo selalu mojokin mobil listrik soal baterai nape lu hp yg ada baterai jg hp jg kalo d pake trus lu jual hrga nya drop jg napa ga pake telpon duduk aja yg g pake baterai lu takut untung lu ksabet mobil listrik ya lu tuh dokter mobil yg seolah takut ama nasib lu kedepan nyabrcepet atau lambat mobil listrik bakal segera d terima masyarakat bro dan lu bakal makin miris,positive,0.9994012
baca komen aja brbrsambil melihat beberapa perang di komentar,neutral,0.96265763
semua akan electric vehicle pada waktunya tinggal tunggu waktu maka mulailah menyesuaikan,neutral,0.9900165
